Invoice No.,Date,Customer,Branch / Warehouse,Salesman,Salesman Code,Salesman Name,Payment Mode,Gross Amount,Discount,Discount %,Tax,Round Off,Net Amount,Cost,Profit,Margin %,Quantity,Item Count,Status
AE-012475,28/04/2026,JALARAM MEDICAL HALL          CHAKRADHARPUR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,7426.28,445.58,6,349.06,0.24,7330,6773.43,556.57,7.59,54,14,POSTED
AE-012468,28/04/2026,SULEKHA MEDICAL               HITKU,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1522.58,60.89,4,73.08,0.23,1535,1414.95,120.05,7.82,13,6,POSTED
AE-012466,28/04/2026,KAMAL MART                    KADMA,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,5310.72,318.65,6,280.72,0.21,5273,4807.43,465.57,8.83,32,12,POSTED
AE-012467,28/04/2026,IDEAL PHARMA                  SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,5649.81,338.99,6,265.56,-0.38,5576,5084.82,491.18,8.81,53,7,POSTED
AE-012463,28/04/2026,KAMAL PHARMACEUTICALS         SAKCHI JSR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,2288.03,114.45,5,108.68,-0.26,2282,2250.03,31.97,1.4,12,2,POSTED
AE-012465,28/04/2026,ANAYA HEALTHCARE              SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,3903.58,195.17,5,185.42,0.17,3894,3735.54,158.46,4.07,18,6,POSTED
AE-012461,28/04/2026,SANTOSH MEDICALS              SONARI,AGARWAL ENTERPRISES-FINAL,1105 - SUBHASH,1105,SUBHASH,CREDIT,1852.13,92.62,5,87.96,-0.47,1847,1666.89,180.11,9.75,11,5,POSTED
AE-012464,28/04/2026,KAMAL MART                    KADMA,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,12848.21,770.88,6,603.9,-0.23,12681,11662.45,1018.55,8.03,36,15,POSTED
AE-012462,28/04/2026,SANJEEVANI MEDICAL STORE      SAKCHI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,3340.5,100.24,3,162,-0.26,3402,3099.95,302.05,8.88,14,3,POSTED
AE-012460,28/04/2026,KAMAL MART                    KADMA,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,6503.22,390.2,6,305.68,0.3,6419,5897.6,521.4,8.12,52,16,POSTED
AE-012459,28/04/2026,WE CARE POLYCLINIC            SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,3186.69,127.47,4,153,-0.22,3212,2867.99,344.01,10.71,19,8,POSTED
AE-012457,28/04/2026,ORIENT MEDICAL @ COSMETICS    BISTUPUR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,4644.32,139.33,3,225.26,-0.25,4730,4179.92,550.08,11.63,16,3,POSTED
AE-012458,28/04/2026,MEDIWORLD                     JUGSALAI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,12436.43,621.84,5,590.78,-0.37,12405,11336.79,1068.21,8.61,55,20,POSTED
AE-012456,28/04/2026,MAA DURGA MEDICINE CORNER     PATAMDA,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1511.18,75.55,5,71.8,-0.43,1507,1401,106,7.03,8,3,POSTED
AE-012455,28/04/2026,SHREE KRISHNA PHARMA(GOLMURI) GOLMURI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,3451.2,207.08,6,162.22,-0.34,3406,3135.09,270.91,7.95,27,5,POSTED
AE-012453,28/04/2026,SHREE SHANKAR MEDICAL         SONARI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,716.51,21.49,3,34.74,0.24,730,646.92,83.08,11.38,10,3,POSTED
AE-012486,28/04/2026,RANI MEDICAL                  KAPALI,AGARWAL ENTERPRISES-FINAL,,,,CREDIT,7239.07,434.49,6,340.24,0.18,7145,6965.61,179.39,2.51,111,17,POSTED
AE-012451,28/04/2026,SAHU MEDICALS                 SAKCHI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,1293.24,51.71,4,62.08,0.39,1304,1220.12,83.88,6.43,8,2,POSTED
AE-012450,28/04/2026,DEV SAI MEDICAL               ADITYAPUR,AGARWAL ENTERPRISES-FINAL,1099 - VISHAL ADITYAPUR,1099,VISHAL ADITYAPUR,CREDIT,1202.76,48.11,4,57.74,-0.39,1212,1082.47,129.53,10.69,6,5,POSTED
AE-012454,28/04/2026,SUNNY MEDICAL                 SONARI,AGARWAL ENTERPRISES-FINAL,1105 - SUBHASH,1105,SUBHASH,CREDIT,606.13,30.3,5,28.78,0.39,605,589.91,15.09,2.49,2,2,POSTED
AE-012449,28/04/2026,SHREE RAM MEDICINES           TELCO,AGARWAL ENTERPRISES-FINAL,13139 - AKASH TELCO,13139,AKASH TELCO,CREDIT,2688.53,107.53,4,129.02,-0.02,2710,2535.69,174.31,6.43,34,5,POSTED
AE-012447,28/04/2026,ALAM PHARMA                   DHATKIDIH,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1860.43,55.81,3,90.24,0.14,1895,1749.6,145.4,7.67,22,5,POSTED
AE-012446,28/04/2026,KINGS MEDICALS                GOLMURI,AGARWAL ENTERPRISES-FINAL,13139 - AKASH TELCO,13139,AKASH TELCO,CREDIT,6257.33,312.87,5,297.24,0.3,6242,5741.05,500.95,8.03,10,5,POSTED
AE-012452,28/04/2026,RAJ MEDICINE HOUSE            TELCO,AGARWAL ENTERPRISES-FINAL,13139 - AKASH TELCO,13139,AKASH TELCO,CREDIT,9612.78,384.52,4,642.86,-0.12,9871,8651.19,1219.81,12.36,136,9,POSTED
AE-012445,28/04/2026,KUMAR MEDICALS                DIMNA,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,605.14,30.26,5,28.72,0.4,604,544.62,59.38,9.83,4,3,POSTED
AE-012444,28/04/2026,BAGBERA MEDICAL HALL          BAGBERA,AGARWAL ENTERPRISES-FINAL,15225 - MAHAVIR BAGBERA,15225,MAHAVIR BAGBERA,CREDIT,1670.27,51.07,3.06,80.96,-0.16,1700,1613.39,86.61,5.09,262,6,POSTED
AE-012448,28/04/2026,CASH SALE,AGARWAL ENTERPRISES-FINAL,,,,CREDIT,186.79,7.48,4,8.96,-0.27,188,172.22,15.78,8.39,4,3,POSTED
AE-012442,28/04/2026,RAVI MEDICAL                  BHALUBASA,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,4874.79,194.95,4,234.02,0.14,4914,4574.57,339.43,6.91,35,16,POSTED
AE-012440,28/04/2026,NEW BALAJI MEDICAL            KASIDIH,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,1620.31,39.15,2.42,79.06,-0.22,1660,1483.94,176.06,10.61,9,5,POSTED
AE-012441,28/04/2026,SHREE SHYAM MEDICAL           ADITYAPUR,AGARWAL ENTERPRISES-FINAL,1099 - VISHAL ADITYAPUR,1099,VISHAL ADITYAPUR,CREDIT,8194.1,491.63,6,385.16,0.37,8088,7446.51,641.49,7.93,40,12,POSTED
AE-012438,28/04/2026,CASH SALE,AGARWAL ENTERPRISES-FINAL,,,,CREDIT,247.53,0,0,12.38,0.09,260,222.78,37.22,14.32,3,1,POSTED
AE-012436,28/04/2026,BALAJI DRUGS                  SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,3643.3,218.6,6,171.24,0.06,3596,3349.59,246.41,6.85,28,9,POSTED
AE-012437,28/04/2026,PURNIMA MEDICAL STORE         ADITYAPUR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,2247.2,34.97,1.56,110.62,0.15,2323,2096.65,226.35,9.74,22,9,POSTED
AE-012439,28/04/2026,BABA MEDICAL                  GOLMURI,AGARWAL ENTERPRISES-FINAL,#53 - AGARWAL.DIST,#53,AGARWAL.DIST,CREDIT,6690.42,267.62,4,347.38,-0.18,6770,5983.6,786.4,11.62,51,18,POSTED
AE-012443,28/04/2026,NEW KAUNTIA MEDICAL           BISTUPUR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,7071.86,353.6,5,335.92,-0.18,7054,6509.87,544.13,7.71,32,4,POSTED
AE-012431,28/04/2026,RAJ MEDICINE HOUSE            TELCO,AGARWAL ENTERPRISES-FINAL,13139 - AKASH TELCO,13139,AKASH TELCO,CREDIT,5488.89,219.62,4,263.48,0.25,5533,5238.75,294.25,5.32,41,5,POSTED
AE-012433,28/04/2026,NALANDA MEDICAL               BHUYADIH,AGARWAL ENTERPRISES-FINAL,#53 - AGARWAL.DIST,#53,AGARWAL.DIST,CREDIT,3140.27,157,5,149.14,-0.41,3132,2690.82,441.18,14.09,18,10,POSTED
AE-012429,28/04/2026,NEW BROTHERS PHARMA           MANGO,AGARWAL ENTERPRISES-FINAL,PCN - SHAMBHU MANGO,PCN,SHAMBHU MANGO,CREDIT,2143.2,128.59,6,100.74,-0.35,2115,1928.88,186.12,8.8,12,1,POSTED
AE-012430,28/04/2026,SHREE SHYAM MEDICAL(GHATSILA) GHATSILA,AGARWAL ENTERPRISES-FINAL,OXC - SUJAL,OXC,SUJAL,CREDIT,1154.91,69.3,6,54.3,0.09,1140,1139.07,0.93,0.08,9,3,POSTED
AE-012434,28/04/2026,BALAJI DRUGS                  SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,6137.2,368.21,6,288.44,-0.43,6057,5593.22,463.78,7.66,42,17,POSTED
AE-012435,28/04/2026,SUNDER MEDICAL                BISTUPUR,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,211.2,10.55,5,10.04,0.31,211,181.02,29.98,14.21,3,1,POSTED
AE-012428,28/04/2026,CASH SALE,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,471.42,14.14,3,22.86,-0.14,480,424.29,55.71,11.61,3,1,POSTED
AE-012427,28/04/2026,IDEAL PHARMA                  SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1650.95,99.06,6,77.6,-0.49,1629,1401.76,227.24,13.95,11,2,POSTED
AE-012425,28/04/2026,AAROGYA MEDICALS              GOLMURI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,2142.86,0,0,107.14,0,2250,1928.58,321.42,14.29,2,1,POSTED
AE-012424,28/04/2026,CASH SALE,AGARWAL ENTERPRISES-FINAL,216 - BOSS,216,BOSS,CREDIT,52.8,0,0,2.64,-0.44,55,48.58,6.42,11.67,1,1,POSTED
AE-012426,28/04/2026,SHYAM MEDICAL(BARIDIH)        BIRSANAGAR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,4192.22,251.51,6,197.06,0.23,4138,3792.44,345.56,8.35,19,12,POSTED
AE-012421,28/04/2026,DAWAIWALA                     SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,0,0,,0,0,0,0,0,,0,1,POSTED
AE-012432,28/04/2026,CASH SALE,AGARWAL ENTERPRISES-FINAL,,,,CREDIT,1089.88,0,0,54.48,-0.36,1144,980.88,163.12,14.26,9,4,POSTED
AE-012419,28/04/2026,KAMAL PHARMACEUTICALS         SAKCHI JSR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,553.14,27.66,5,26.28,0.24,552,497.82,54.18,9.82,2,1,POSTED
AE-012417,28/04/2026,ALL IN ONE POLY CLINIC        ADITYAPUR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1283.44,64.15,5,60.96,-0.25,1280,1184.17,95.83,7.49,41,7,POSTED
AE-012422,28/04/2026,RED CROSS MEDICAL             SAKCHI JSR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,9099.96,378.82,4.16,517.12,-0.27,9238,7961.35,1276.65,13.82,29,8,POSTED
AE-012423,28/04/2026,DEY^S MEDICAL                 SAKCHI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,4386.28,219.35,5,208.36,-0.29,4375,4133.92,241.08,5.51,43,16,POSTED
AE-012416,28/04/2026,SAI DRUG CENTRE               BARADWARI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1668.57,66.74,4,80.08,0.09,1682,1708.79,-26.79,-1.59,23,4,POSTED
AE-012420,28/04/2026,SHYAM MEDICAL(BARIDIH)        BIRSANAGAR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,4331.61,259.93,6,203.58,-0.26,4275,3898.44,376.56,8.81,27,17,POSTED
AE-012414,28/04/2026,MEDICO                        HALDIPOKHA,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,456.33,22.85,5.01,21.68,-0.16,455,638.82,-183.82,-40.4,7,1,POSTED
AE-012418,28/04/2026,BIRSA MEDICINES               BHUIYADIH,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,2406.85,72.21,3,116.72,-0.36,2451,2193.12,257.88,10.52,30,14,POSTED
AE-012411,28/04/2026,MEDICO                        HALDIPOKHA,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,5099.94,254.99,5,242.28,-0.23,5087,4686.98,400.02,7.86,46,13,POSTED
AE-012410,28/04/2026,MAA LAXMI MEDICAL             BAHARAGORA,AGARWAL ENTERPRISES-FINAL,OXC - SUJAL,OXC,SUJAL,CREDIT,4926.69,197.09,4,236.5,-0.1,4966,4501.99,464.01,9.34,40,8,POSTED
AE-012413,28/04/2026,SANJEEVANI PHARMA             HATA,AGARWAL ENTERPRISES-FINAL,#53 - AGARWAL.DIST,#53,AGARWAL.DIST,CREDIT,1832.21,73.29,4,87.94,0.14,1847,1661.96,185.04,10.02,10,6,POSTED
AE-012407,28/04/2026,SHREE SHYAM MEDICAL           REFUGEE COLONY,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,1637.22,65.49,4,78.58,-0.31,1650,1416.81,233.19,14.13,3,1,POSTED
AE-012412,28/04/2026,CASH SALE,AGARWAL ENTERPRISES-FINAL,98 - MED.REP,98,MED.REP,CREDIT,3260.64,97.82,3,158.16,0.02,3321,2774.5,546.5,16.46,14,6,POSTED
AE-012406,28/04/2026,MODERN PHARMA                 SARAIKELA,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1834.14,73.36,4,88.04,0.18,1849,1655.53,193.47,10.46,17,6,POSTED
AE-012409,28/04/2026,MEDICO                        HALDIPOKHA,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,7491.09,374.54,5,355.9,-0.45,7472,6927.16,544.84,7.29,203,15,POSTED
AE-012408,28/04/2026,MAA LAXMI MEDICAL             BAHARAGORA,AGARWAL ENTERPRISES-FINAL,OXC - SUJAL,OXC,SUJAL,CREDIT,11456.66,458.26,4,549.98,-0.38,11548,10406.14,1141.86,9.89,68,17,POSTED
AE-012404,28/04/2026,CASH SALE,AGARWAL ENTERPRISES-FINAL,216 - BOSS,216,BOSS,CREDIT,1763.2,52.89,3,85.52,0.17,1796,1586.91,209.09,11.64,9,5,POSTED
AE-012403,28/04/2026,SUNNY MEDICAL                 SONARI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,2722.09,136.09,5,129.28,3328.72,6044,2524.53,3519.47,58.23,21,7,POSTED
AE-012405,28/04/2026,MAA LAXMI MEDICAL             BAHARAGORA,AGARWAL ENTERPRISES-FINAL,OXC - SUJAL,OXC,SUJAL,CREDIT,7873.75,0.01,0,393.72,-0.47,8267,7192.68,1074.32,13,73,17,POSTED
AE-012415,28/04/2026,SHREE SHYAM MEDICAL           ADITYAPUR,AGARWAL ENTERPRISES-FINAL,1099 - VISHAL ADITYAPUR,1099,VISHAL ADITYAPUR,CREDIT,6294.01,377.62,6,366.24,0.37,6283,5684.44,598.56,9.53,46,16,POSTED
AE-012401,28/04/2026,HEALTH CARE MEDICAL           ADITYAPUR,AGARWAL ENTERPRISES-FINAL,1099 - VISHAL ADITYAPUR,1099,VISHAL ADITYAPUR,CREDIT,383.79,19.19,5,18.24,0.16,383,345.42,37.58,9.81,3,1,POSTED
AE-012402,28/04/2026,MODI DRUGS                    SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,15558.73,933.52,6,731.24,-0.45,15356,14091.72,1264.28,8.23,67,15,POSTED
AE-012400,28/04/2026,RAY KAMALA MEDICAL            GHATSILA,AGARWAL ENTERPRISES-FINAL,OXC - SUJAL,OXC,SUJAL,CREDIT,3797.55,151.78,4,182.28,-0.05,3828,3704.88,123.12,3.22,83,6,POSTED
AE-012396,28/04/2026,MADHU MEDICAL                 HUMEPIPE,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,404.04,16.16,4,19.42,-0.3,407,363.62,43.38,10.66,6,3,POSTED
AE-012398,28/04/2026,AGARWAL MEDICALS SAKCHI       SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,4714.69,330.05,7,219.24,0.12,4604,4243.23,360.77,7.84,38,12,POSTED
AE-012399,28/04/2026,SREE RAM MEDICAL              GOLMURI,AGARWAL ENTERPRISES-FINAL,98 - MED.REP,98,MED.REP,CREDIT,7238,0,0,361.9,0.1,7600,6658.8,941.2,12.38,40,1,POSTED
AE-012397,28/04/2026,AGARWAL MEDICALS SAKCHI       SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,2571.38,179.99,7,119.58,0.03,2511,2378.18,132.82,5.29,20,11,POSTED
AE-012395,28/04/2026,AGARWAL MEDICALS SAKCHI       SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,5034.79,352.43,7,234.1,-0.46,4916,4643.48,272.52,5.54,41,14,POSTED
AE-012394,28/04/2026,AGARWAL MEDICALS SAKCHI       SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,5025.57,351.81,7,233.68,-0.44,4907,4831.28,75.72,1.54,36,14,POSTED
AE-012393,28/04/2026,DR.S.K.JHA                    DHALBHUMGARH,AGARWAL ENTERPRISES-FINAL,98 - MED.REP,98,MED.REP,CREDIT,607,18.23,3,29.44,-0.21,618,530.3,87.7,14.19,10,1,POSTED
AE-012390,28/04/2026,AZAD MEDICAL STORE            MANGO,AGARWAL ENTERPRISES-FINAL,PCN - SHAMBHU MANGO,PCN,SHAMBHU MANGO,CREDIT,1078.16,43.1,4,51.74,0.2,1087,1043.46,43.54,4.01,37,5,POSTED
AE-012391,28/04/2026,NEW SATGURU MEDICALS          SONARI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1563.33,78.34,5.01,92.62,0.39,1578,1422.44,155.56,9.86,62,10,POSTED
AE-012392,28/04/2026,KUMAR MEDICALS                DIMNA,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1959.12,97.94,5,93.06,-0.24,1954,2894.57,-940.57,-48.14,18,6,POSTED
AE-012389,28/04/2026,NEW SATGURU MEDICALS          SONARI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,2998.74,149.95,5,142.42,-0.21,2991,2797.58,193.42,6.47,33,16,POSTED
AE-012387,28/04/2026,SK HEALTH HUB (REG)           MANGO,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1600.27,36.1,2.26,78.22,-0.39,1642,1468.15,173.85,10.59,13,6,POSTED
AE-012388,28/04/2026,KUMAR MEDICALS                DIMNA,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,10078.33,503.93,5,478.68,-0.08,10053,9364.88,688.12,6.84,38,16,POSTED
AE-012383,28/04/2026,BIJAY MEDICAL STORE           PATAMDA,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,403.36,12.1,3,19.56,0.18,411,363.02,47.98,11.67,2,1,POSTED
AE-012386,28/04/2026,NEW SATGURU MEDICALS          SONARI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,2121.53,106.07,5,100.76,-0.22,2116,1933.93,182.07,8.6,23,14,POSTED
AE-012385,28/04/2026,AGARWAL MEDICALS SAKCHI       SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1126.39,78.84,7,52.38,0.07,1100,1033.7,66.3,6.03,11,6,POSTED
AE-012384,28/04/2026,AGARWAL MEDICALS SAKCHI       SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,6255.49,437.89,7,290.86,-0.46,6108,5710.15,397.85,6.51,52,15,POSTED
AE-012382,28/04/2026,AGARWAL MEDICALS SAKCHI       SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,2951.2,206.58,7,137.26,0.12,2882,2656.14,225.86,7.84,18,8,POSTED
AE-012380,28/04/2026,AGARWAL MEDICALS SAKCHI       SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,4670.18,326.91,7,217.16,-0.43,4560,4225.02,334.98,7.35,47,15,POSTED
AE-012378,28/04/2026,CASH SALE (MAA DURGA)         PATAMDA,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,3929.57,196.46,5,186.68,0.21,3920,3803.51,116.49,2.97,39,5,POSTED
AE-012379,28/04/2026,AGARWAL MEDICALS SAKCHI       SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,5800.32,406.01,7,269.74,-0.05,5664,5220.4,443.6,7.83,42,16,POSTED
AE-012377,28/04/2026,LAXMI MEDICALS(MANGO)         MANGO,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,4408.02,216.12,4.9,209.6,0.5,4402,4442.88,-40.88,-0.93,49,8,POSTED
AE-012373,28/04/2026,DR.A.N.PRASAD                 NEW BARADWARI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1242.48,0,0,62.12,0.38,1305,1355.4,-50.4,-3.86,12,1,POSTED
AE-012381,28/04/2026,AGARWAL MEDICALS SAKCHI       SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,13133.84,869.82,6.62,613.26,-0.28,12877,11966.25,910.75,7.07,46,16,POSTED
AE-012375,28/04/2026,MAA DURGA MEDICINE CORNER     PATAMDA,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1677.07,83.82,5,79.68,0.07,1673,1563.07,109.93,6.57,30,6,POSTED
AE-012376,28/04/2026,AGARWAL MEDICALS SAKCHI       SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,9834.14,688.4,7,443.88,0.38,9590,9192.86,397.14,4.14,26,11,POSTED
AE-012371,28/04/2026,JALARAM MEDICAL HALL          CHAKRADHARPUR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,297.84,17.87,6,14,0.03,294,268.06,25.94,8.82,2,1,POSTED
AE-012374,28/04/2026,LAXMI MEDICALS(MANGO)         MANGO,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,6626.72,397.64,6,311.46,0.46,6541,6392.45,148.55,2.27,50,15,POSTED
AE-012369,28/04/2026,GUPTA MEDICAL                 SONARI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,3935.94,236.14,6,185,0.2,3885,3542.34,342.66,8.82,6,1,POSTED
AE-012372,28/04/2026,MODI MEDICAL                  KADMA,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1708.92,85.42,5,81.18,0.32,1705,1866.15,-161.15,-9.45,9,1,POSTED
AE-012368,28/04/2026,SAI DRUG CENTRE               MANGO,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,1329.9,53.19,4,63.84,0.45,1341,1199.91,141.09,10.52,4,3,POSTED
AE-012367,28/04/2026,DISHA MEDICALS                BARIDIH,AGARWAL ENTERPRISES-FINAL,98 - MED.REP,98,MED.REP,CREDIT,9219.8,368.79,4,442.56,0.43,9294,8297.7,996.3,10.72,70,2,POSTED
AE-012366,28/04/2026,SHREE SHYAM MEDICAL(GHATSILA) GHATSILA,AGARWAL ENTERPRISES-FINAL,OXC - SUJAL,OXC,SUJAL,CREDIT,3450.85,207.06,6,162.18,0.03,3406,3146.13,259.87,7.63,23,7,POSTED
AE-012370,28/04/2026,BIJAY MEDICAL STORE           PATAMDA,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,11822.32,283.36,2.4,576.94,0.1,12116,11248.94,867.06,7.16,191,17,POSTED
AE-012365,28/04/2026,HEALTH CARE MEDICAL           ADITYAPUR,AGARWAL ENTERPRISES-FINAL,1099 - VISHAL ADITYAPUR,1099,VISHAL ADITYAPUR,CREDIT,3548.28,177.41,5,168.6,-0.47,3539,3214.46,324.54,9.17,19,9,POSTED
AE-012364,28/04/2026,SHREE SHYAM MEDICAL(GHATSILA) GHATSILA,AGARWAL ENTERPRISES-FINAL,OXC - SUJAL,OXC,SUJAL,CREDIT,5454.55,327.25,6,256.34,0.36,5384,5159.22,224.78,4.17,41,12,POSTED
AE-012362,28/04/2026,HEALTH CARE MEDICAL           ADITYAPUR,AGARWAL ENTERPRISES-FINAL,1099 - VISHAL ADITYAPUR,1099,VISHAL ADITYAPUR,CREDIT,4531.22,197.2,4.35,216.7,0.28,4551,4314.42,236.58,5.2,147,15,POSTED
